gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,gamesStarted,decision,shotsAgainst,goalsAgainst,savePctg,shutouts,opponentAbbrev,pim,toi,playerId,playerName
2024021267,COL,R,4/12/2025,0,0,Avalanche,Kings,1,L,33,5,0.848485,0,LAK,0,57:55:00,8478406,Mackenzie Blackwood
2024021256,COL,H,4/10/2025,0,0,Avalanche,Canucks,1,L,29,3,0.896552,0,VAN,0,58:06:00,8478406,Mackenzie Blackwood
2024021218,COL,R,4/5/2025,0,0,Avalanche,Blues,1,L,21,4,0.809524,0,STL,0,57:22:00,8478406,Mackenzie Blackwood
2024021199,COL,R,4/3/2025,0,0,Avalanche,Blue Jackets,1,W,30,3,0.9,0,CBJ,0,60:00:00,8478406,Mackenzie Blackwood
2024021161,COL,H,3/29/2025,0,0,Avalanche,Blues,1,L,27,2,0.925926,0,STL,0,58:13:00,8478406,Mackenzie Blackwood
2024021149,COL,H,3/27/2025,0,0,Avalanche,Kings,1,W,22,0,1,1,LAK,0,59:48:00,8478406,Mackenzie Blackwood
2024021136,COL,H,3/25/2025,0,0,Avalanche,Red Wings,1,W,23,2,0.913043,0,DET,0,59:41:00,8478406,Mackenzie Blackwood
2024021112,COL,R,3/22/2025,0,0,Avalanche,Canadiens,1,W,29,4,0.862069,0,MTL,0,64:57:00,8478406,Mackenzie Blackwood
2024021087,COL,R,3/19/2025,0,0,Avalanche,Maple Leafs,1,L,26,2,0.923077,0,TOR,0,58:21:00,8478406,Mackenzie Blackwood
2024021030,COL,R,3/11/2025,0,0,Avalanche,Wild,1,O,23,1,0.956522,0,MIN,0,65:00:00,8478406,Mackenzie Blackwood
2024021007,COL,H,3/8/2025,0,0,Avalanche,Maple Leafs,1,W,21,4,0.809524,0,TOR,0,59:35:00,8478406,Mackenzie Blackwood
2024020996,COL,H,3/6/2025,0,0,Avalanche,Sharks,1,W,34,3,0.911765,0,SJS,0,59:41:00,8478406,Mackenzie Blackwood
2024020947,COL,H,2/28/2025,0,1,Avalanche,Wild,1,W,20,2,0.9,0,MIN,0,60:00:00,8478406,Mackenzie Blackwood
2024020931,COL,H,2/26/2025,0,0,Avalanche,Devils,1,W,23,1,0.956522,0,NJD,2,60:00:00,8478406,Mackenzie Blackwood
2024020910,COL,R,2/23/2025,0,0,Avalanche,Blues,1,L,25,3,0.88,0,STL,0,57:24:00,8478406,Mackenzie Blackwood
2024020874,COL,R,2/7/2025,0,0,Avalanche,Oilers,1,W,27,4,0.851852,0,EDM,0,60:00:00,8478406,Mackenzie Blackwood
2024020868,COL,R,2/6/2025,0,0,Avalanche,Flames,1,W,29,2,0.931034,0,CGY,0,60:00:00,8478406,Mackenzie Blackwood
2024020855,COL,R,2/4/2025,0,0,Avalanche,Canucks,1,L,30,2,0.933333,0,VAN,0,57:40:00,8478406,Mackenzie Blackwood
2024020836,COL,H,2/2/2025,0,0,Avalanche,Flyers,1,W,24,0,1,1,PHI,0,59:40:00,8478406,Mackenzie Blackwood
2024020824,COL,H,1/31/2025,0,0,Avalanche,Blues,1,W,19,0,1,1,STL,0,59:18:00,8478406,Mackenzie Blackwood
2024020803,COL,R,1/28/2025,0,0,Avalanche,Islanders,1,L,27,4,0.851852,0,NYI,0,58:51:00,8478406,Mackenzie Blackwood
2024020789,COL,R,1/26/2025,0,0,Avalanche,Rangers,1,W,37,4,0.891892,0,NYR,0,60:00:00,8478406,Mackenzie Blackwood
2024020759,COL,H,1/22/2025,0,0,Avalanche,Jets,1,O,25,3,0.88,0,WPG,0,60:17:00,8478406,Mackenzie Blackwood
2024020741,COL,H,1/20/2025,0,0,Avalanche,Wild,1,L,26,3,0.884615,0,MIN,0,56:23:00,8478406,Mackenzie Blackwood
2024020718,COL,H,1/16/2025,0,0,Avalanche,Oilers,1,L,28,4,0.857143,0,EDM,0,58:07:00,8478406,Mackenzie Blackwood
2024020703,COL,H,1/14/2025,0,0,Avalanche,Rangers,1,W,29,2,0.931034,0,NYR,0,63:15:00,8478406,Mackenzie Blackwood
2024020678,COL,R,1/11/2025,0,0,Avalanche,Jets,1,L,28,2,0.928571,0,WPG,0,57:56:00,8478406,Mackenzie Blackwood
2024020662,COL,R,1/9/2025,0,0,Avalanche,Wild,1,W,25,1,0.96,0,MIN,0,60:00:00,8478406,Mackenzie Blackwood
2024020639,COL,H,1/6/2025,0,0,Avalanche,Panthers,1,W,27,1,0.962963,0,FLA,0,60:00:00,8478406,Mackenzie Blackwood
2024020626,COL,H,1/4/2025,0,0,Avalanche,Canadiens,1,O,23,1,0.956522,0,MTL,0,64:54:00,8478406,Mackenzie Blackwood
2024020610,COL,H,1/2/2025,0,0,Avalanche,Sabres,0,W,3,1,0.666667,0,BUF,0,16:12,8478406,Mackenzie Blackwood
2024020597,COL,H,12/31/2024,0,0,Avalanche,Jets,1,W,22,2,0.909091,0,WPG,0,60:00:00,8478406,Mackenzie Blackwood
2024020564,COL,R,12/27/2024,0,0,Avalanche,Utah Hockey Club,1,W,35,1,0.971429,0,UTA,0,60:00:00,8478406,Mackenzie Blackwood
2024020543,COL,H,12/22/2024,0,0,Avalanche,Kraken,1,W,19,2,0.894737,0,SEA,0,59:55:00,8478406,Mackenzie Blackwood
2024020520,COL,R,12/19/2024,0,0,Avalanche,Sharks,1,W,34,2,0.941176,0,SJS,0,59:43:00,8478406,Mackenzie Blackwood
2024020496,COL,R,12/16/2024,0,0,Avalanche,Canucks,1,L,24,2,0.916667,0,VAN,0,56:51:00,8478406,Mackenzie Blackwood
2024020484,COL,H,12/14/2024,0,0,Avalanche,Predators,1,W,39,2,0.948718,0,NSH,0,60:00:00,8478406,Mackenzie Blackwood
2024020429,SJS,R,12/7/2024,0,0,Sharks,Panthers,1,L,54,3,0.944444,0,FLA,0,57:45:00,8478406,Mackenzie Blackwood
2024020413,SJS,R,12/5/2024,0,0,Sharks,Lightning,0,,23,3,0.869565,0,TBL,0,40:00:00,8478406,Mackenzie Blackwood
2024020400,SJS,R,12/3/2024,0,0,Sharks,Capitals,1,W,28,1,0.964286,0,WSH,0,59:58:00,8478406,Mackenzie Blackwood
2024020387,SJS,R,11/30/2024,0,0,Sharks,Kraken,1,W,38,2,0.947368,0,SEA,0,60:00:00,8478406,Mackenzie Blackwood
2024020361,SJS,H,11/27/2024,0,0,Sharks,Senators,1,L,11,4,0.636364,0,OTT,0,57:54:00,8478406,Mackenzie Blackwood
2024020331,SJS,H,11/23/2024,0,0,Sharks,Sabres,1,L,30,3,0.9,0,BUF,0,59:10:00,8478406,Mackenzie Blackwood
2024020303,SJS,R,11/20/2024,0,0,Sharks,Stars,1,L,29,3,0.896552,0,DAL,0,58:35:00,8478406,Mackenzie Blackwood
2024020293,SJS,H,11/18/2024,0,0,Sharks,Red Wings,1,W,20,4,0.85,0,DET,0,60:34:00,8478406,Mackenzie Blackwood
2024020279,SJS,R,11/16/2024,0,0,Sharks,Penguins,0,O,26,1,0.961538,0,PIT,0,45:00:00,8478406,Mackenzie Blackwood
2024020261,SJS,R,11/14/2024,0,0,Sharks,Rangers,1,L,35,3,0.914286,0,NYR,0,56:58:00,8478406,Mackenzie Blackwood
2024020236,SJS,R,11/10/2024,0,0,Sharks,Devils,1,W,44,0,1,1,NJD,0,59:57:00,8478406,Mackenzie Blackwood
2024020184,SJS,H,11/2/2024,0,0,Sharks,Canucks,1,L,28,3,0.892857,0,VAN,0,58:52:00,8478406,Mackenzie Blackwood
2024020167,SJS,H,10/31/2024,0,0,Sharks,Blackhawks,1,W,29,2,0.931034,0,CHI,0,60:00:00,8478406,Mackenzie Blackwood
2024020145,SJS,R,10/28/2024,0,0,Sharks,Utah Hockey Club,1,W,23,4,0.826087,0,UTA,0,60:45:00,8478406,Mackenzie Blackwood
2024020117,SJS,R,10/24/2024,0,0,Sharks,Kings,1,L,30,3,0.9,0,LAK,0,57:44:00,8478406,Mackenzie Blackwood
2024020105,SJS,R,10/22/2024,0,0,Sharks,Ducks,1,L,39,2,0.948718,0,ANA,0,57:50:00,8478406,Mackenzie Blackwood
2024020073,SJS,R,10/18/2024,0,0,Sharks,Jets,1,L,18,5,0.722222,0,WPG,0,21:46,8478406,Mackenzie Blackwood
2024020054,SJS,R,10/15/2024,0,0,Sharks,Stars,1,O,38,2,0.947368,0,DAL,0,65:00:00,8478406,Mackenzie Blackwood
2024020019,SJS,H,10/10/2024,0,0,Sharks,Blues,1,O,40,5,0.875,0,STL,0,60:45:00,8478406,Mackenzie Blackwood
2024021285,CHI,R,4/14/2025,0,0,Blackhawks,Canadiens,1,W,21,3,0.857143,0,MTL,0,65:00:00,8482821,Arvid Soderblom
2024021250,CHI,R,4/10/2025,0,0,Blackhawks,Bruins,1,W,33,2,0.939394,0,BOS,0,60:00:00,8482821,Arvid Soderblom
2024021173,CHI,H,3/30/2025,0,0,Blackhawks,Utah Hockey Club,1,L,31,5,0.83871,0,UTA,0,59:33:00,8482821,Arvid Soderblom
2024021107,CHI,R,3/22/2025,0,0,Blackhawks,Blues,1,L,25,4,0.84,0,STL,0,60:00:00,8482821,Arvid Soderblom
2024021065,CHI,R,3/15/2025,0,0,Blackhawks,Canucks,1,L,15,6,0.6,0,VAN,0,60:00:00,8482821,Arvid Soderblom
2024021009,CHI,R,3/8/2025,0,0,Blackhawks,Predators,1,O,41,3,0.926829,0,NSH,0,62:39:00,8482821,Arvid Soderblom
2024020984,CHI,H,3/5/2025,0,0,Blackhawks,Senators,1,O,26,4,0.846154,0,OTT,0,60:46:00,8482821,Arvid Soderblom
2024020959,CHI,R,3/1/2025,0,0,Blackhawks,Ducks,1,W,31,3,0.903226,0,ANA,0,60:00:00,8482821,Arvid Soderblom
2024020943,CHI,R,2/27/2025,0,0,Blackhawks,Golden Knights,0,L,18,2,0.888889,0,VGK,0,37:54:00,8482821,Arvid Soderblom
2024020929,CHI,R,2/25/2025,0,0,Blackhawks,Utah Hockey Club,1,L,37,2,0.945946,0,UTA,0,58:04:00,8482821,Arvid Soderblom
2024020912,CHI,H,2/23/2025,0,0,Blackhawks,Maple Leafs,1,L,29,4,0.862069,0,TOR,0,57:26:00,8482821,Arvid Soderblom
2024020883,CHI,R,2/8/2025,0,0,Blackhawks,Blues,1,O,40,5,0.875,0,STL,0,65:00:00,8482821,Arvid Soderblom
2024020860,CHI,H,2/5/2025,0,0,Blackhawks,Oilers,1,O,38,4,0.894737,0,EDM,0,61:19:00,8482821,Arvid Soderblom
2024020817,CHI,R,1/30/2025,0,0,Blackhawks,Hurricanes,1,L,27,3,0.888889,0,CAR,0,57:51:00,8482821,Arvid Soderblom
2024020801,CHI,R,1/28/2025,0,0,Blackhawks,Lightning,1,W,35,1,0.971429,0,TBL,0,59:38:00,8482821,Arvid Soderblom
2024020773,CHI,H,1/24/2025,0,0,Blackhawks,Lightning,1,O,40,4,0.9,0,TBL,0,60:58:00,8482821,Arvid Soderblom
2024020714,CHI,R,1/16/2025,0,0,Blackhawks,Predators,1,O,41,2,0.95122,0,NSH,0,65:00:00,8482821,Arvid Soderblom
2024020676,CHI,H,1/11/2025,0,0,Blackhawks,Oilers,1,L,34,4,0.882353,0,EDM,0,57:48:00,8482821,Arvid Soderblom
2024020632,CHI,H,1/5/2025,0,0,Blackhawks,Rangers,1,L,34,6,0.823529,0,NYR,0,59:36:00,8482821,Arvid Soderblom
2024020616,CHI,H,1/3/2025,0,0,Blackhawks,Canadiens,1,W,40,2,0.95,0,MTL,0,60:00:00,8482821,Arvid Soderblom
2024020577,CHI,H,12/29/2024,0,0,Blackhawks,Stars,1,L,35,5,0.857143,0,DAL,0,60:00:00,8482821,Arvid Soderblom
2024020558,CHI,R,12/27/2024,0,0,Blackhawks,Sabres,0,,24,2,0.916667,0,BUF,0,40:00:00,8482821,Arvid Soderblom
2024020554,CHI,R,12/23/2024,0,0,Blackhawks,Wild,1,L,26,3,0.884615,0,MIN,0,58:14:00,8482821,Arvid Soderblom
2024020516,CHI,H,12/19/2024,0,0,Blackhawks,Kraken,1,W,27,1,0.962963,0,SEA,0,60:00:00,8482821,Arvid Soderblom
2024020503,CHI,H,12/17/2024,0,0,Blackhawks,Capitals,1,W,22,2,0.909091,0,WSH,0,59:40:00,8482821,Arvid Soderblom
2024020489,CHI,H,12/15/2024,0,0,Blackhawks,Islanders,1,W,33,3,0.909091,0,NYI,0,60:00:00,8482821,Arvid Soderblom
2024020464,CHI,R,12/12/2024,0,0,Blackhawks,Islanders,1,L,19,5,0.736842,0,NYI,0,47:58:00,8482821,Arvid Soderblom
2024020444,CHI,R,12/9/2024,0,0,Blackhawks,Rangers,1,W,30,1,0.966667,0,NYR,0,60:00:00,8482821,Arvid Soderblom
2024020427,CHI,H,12/7/2024,0,0,Blackhawks,Jets,0,L,24,3,0.875,0,WPG,0,47:26:00,8482821,Arvid Soderblom
2024020394,CHI,R,12/2/2024,0,0,Blackhawks,Maple Leafs,1,L,21,3,0.857143,0,TOR,0,59:17:00,8482821,Arvid Soderblom
2024020298,CHI,H,11/19/2024,0,0,Blackhawks,Ducks,1,L,24,3,0.875,0,ANA,0,58:11:00,8482821,Arvid Soderblom
2024020283,CHI,R,11/16/2024,0,0,Blackhawks,Canucks,1,L,31,2,0.935484,0,VAN,0,58:56:00,8482821,Arvid Soderblom
2024020216,CHI,R,11/7/2024,0,0,Blackhawks,Stars,1,L,39,2,0.948718,0,DAL,0,59:27:00,8482821,Arvid Soderblom
2024020191,CHI,R,11/3/2024,0,0,Blackhawks,Ducks,1,W,40,2,0.95,0,ANA,0,59:56:00,8482821,Arvid Soderblom
2024020085,CHI,H,10/19/2024,0,0,Blackhawks,Sabres,1,L,21,3,0.857143,0,BUF,0,58:15:00,8482821,Arvid Soderblom
2024020021,CHI,R,10/11/2024,0,0,Blackhawks,Jets,1,O,35,2,0.942857,0,WPG,0,60:38:00,8482821,Arvid Soderblom
2024021300,SEA,H,4/15/2025,0,0,Kraken,Kings,1,L,24,6,0.75,0,LAK,0,56:37:00,8478916,Joey Daccord
2024021258,SEA,R,4/10/2025,0,0,Kraken,Golden Knights,1,L,25,2,0.92,0,VGK,0,58:03:00,8478916,Joey Daccord
2024021243,SEA,R,4/8/2025,0,0,Kraken,Utah Hockey Club,1,L,29,7,0.758621,0,UTA,0,39:37:00,8478916,Joey Daccord
2024021233,SEA,R,4/7/2025,0,0,Kraken,Kings,1,W,29,1,0.965517,0,LAK,0,60:00:00,8478916,Joey Daccord
2024021221,SEA,R,4/5/2025,0,0,Kraken,Sharks,1,W,24,1,0.958333,0,SJS,0,60:00:00,8478916,Joey Daccord
2024021196,SEA,R,4/2/2025,0,0,Kraken,Canucks,1,W,24,0,1,1,VAN,0,60:00:00,8478916,Joey Daccord
2024021169,SEA,H,3/29/2025,0,0,Kraken,Stars,1,L,20,4,0.8,0,DAL,0,59:31:00,8478916,Joey Daccord
2024021151,SEA,H,3/27/2025,0,0,Kraken,Oilers,1,W,37,1,0.972973,0,EDM,0,60:00:00,8478916,Joey Daccord
2024021137,SEA,R,3/25/2025,0,0,Kraken,Flames,1,O,37,4,0.891892,0,CGY,0,62:17:00,8478916,Joey Daccord
2024021116,SEA,R,3/22/2025,0,0,Kraken,Oilers,1,L,28,4,0.857143,0,EDM,0,58:00:00,8478916,Joey Daccord
2024021084,SEA,R,3/18/2025,0,0,Kraken,Blackhawks,1,W,29,2,0.931034,0,CHI,0,60:00:00,8478916,Joey Daccord
2024021072,SEA,H,3/16/2025,0,0,Kraken,Jets,1,O,26,3,0.884615,0,WPG,0,61:47:00,8478916,Joey Daccord
2024021039,SEA,H,3/12/2025,0,0,Kraken,Canadiens,1,W,25,4,0.84,0,MTL,0,59:48:00,8478916,Joey Daccord
2024021014,SEA,R,3/9/2025,0,0,Kraken,Capitals,1,L,23,3,0.869565,0,WSH,0,58:46:00,8478916,Joey Daccord
2024020993,SEA,R,3/6/2025,0,0,Kraken,Predators,1,L,33,4,0.878788,0,NSH,0,57:14:00,8478916,Joey Daccord
2024020982,SEA,H,3/4/2025,0,0,Kraken,Wild,1,L,20,4,0.8,0,MIN,0,57:43:00,8478916,Joey Daccord
2024020960,SEA,H,3/1/2025,0,0,Kraken,Canucks,1,W,31,3,0.903226,0,VAN,0,60:00:00,8478916,Joey Daccord
2024020926,SEA,R,2/25/2025,0,0,Kraken,Blues,1,L,21,5,0.761905,0,STL,0,29:45:00,8478916,Joey Daccord
2024020896,SEA,R,2/22/2025,0,0,Kraken,Panthers,1,W,27,1,0.962963,0,FLA,0,60:00:00,8478916,Joey Daccord
2024020887,SEA,R,2/8/2025,0,0,Kraken,Flames,1,W,29,2,0.931034,0,CGY,0,62:58:00,8478916,Joey Daccord
2024020869,SEA,H,2/6/2025,0,1,Kraken,Maple Leafs,1,L,30,3,0.9,0,TOR,0,56:01:00,8478916,Joey Daccord
2024020857,SEA,H,2/4/2025,0,0,Kraken,Red Wings,1,O,40,4,0.9,0,DET,0,65:00:00,8478916,Joey Daccord
2024020843,SEA,H,2/2/2025,0,0,Kraken,Flames,1,L,35,3,0.914286,0,CGY,0,58:40:00,8478916,Joey Daccord
2024020821,SEA,H,1/30/2025,0,0,Kraken,Sharks,1,W,28,2,0.928571,0,SJS,0,60:00:00,8478916,Joey Daccord
2024020797,SEA,R,1/27/2025,0,0,Kraken,Oilers,1,L,30,3,0.9,0,EDM,0,58:36:00,8478916,Joey Daccord
2024020778,SEA,H,1/25/2025,0,0,Kraken,Penguins,1,W,29,1,0.965517,0,PIT,0,60:00:00,8478916,Joey Daccord
2024020770,SEA,H,1/23/2025,0,0,Kraken,Capitals,1,L,31,2,0.967742,0,WSH,0,59:06:00,8478916,Joey Daccord
2024020742,SEA,H,1/20/2025,0,0,Kraken,Sabres,1,W,29,4,0.862069,0,BUF,0,60:00:00,8478916,Joey Daccord
2024020736,SEA,H,1/18/2025,0,0,Kraken,Kings,1,W,30,2,0.933333,0,LAK,0,60:00:00,8478916,Joey Daccord
2024020716,SEA,R,1/16/2025,0,0,Kraken,Jets,1,L,36,2,0.944444,0,WPG,0,59:36:00,8478916,Joey Daccord
2024020696,SEA,R,1/14/2025,0,1,Kraken,Penguins,1,W,33,2,0.939394,0,PIT,0,60:00:00,8478916,Joey Daccord
2024020684,SEA,R,1/12/2025,0,0,Kraken,Red Wings,0,,19,3,0.842105,0,DET,0,53:44:00,8478916,Joey Daccord
2024020670,SEA,R,1/11/2025,0,0,Kraken,Sabres,1,W,35,2,0.942857,0,BUF,0,60:00:00,8478916,Joey Daccord
2024020660,SEA,R,1/9/2025,0,0,Kraken,Blue Jackets,0,,4,0,1,0,CBJ,0,20:57,8478916,Joey Daccord
2024020543,SEA,R,12/22/2024,0,0,Kraken,Avalanche,1,L,27,3,0.888889,0,COL,0,59:42:00,8478916,Joey Daccord
2024020516,SEA,R,12/19/2024,0,0,Kraken,Blackhawks,1,L,24,3,0.875,0,CHI,0,56:29:00,8478916,Joey Daccord
2024020505,SEA,H,12/17/2024,0,0,Kraken,Senators,1,L,27,3,0.888889,0,OTT,0,54:27:00,8478916,Joey Daccord
2024020456,SEA,H,12/10/2024,0,0,Kraken,Panthers,1,O,33,1,0.969697,0,FLA,0,64:46:00,8478916,Joey Daccord
2024020416,SEA,R,12/5/2024,0,0,Kraken,Islanders,1,W,29,2,0.931034,0,NYI,0,60:00:00,8478916,Joey Daccord
2024020401,SEA,R,12/3/2024,0,0,Kraken,Hurricanes,1,W,19,2,0.894737,0,CAR,0,60:00:00,8478916,Joey Daccord
2024020387,SEA,H,11/30/2024,0,0,Kraken,Sharks,1,L,23,4,0.826087,0,SJS,0,56:40:00,8478916,Joey Daccord
2024020360,SEA,H,11/27/2024,0,0,Kraken,Ducks,1,L,33,5,0.848485,0,ANA,0,55:03:00,8478916,Joey Daccord
2024020343,SEA,R,11/25/2024,0,0,Kraken,Ducks,1,W,23,2,0.913043,0,ANA,0,59:28:00,8478916,Joey Daccord
2024020320,SEA,R,11/23/2024,0,0,Kraken,Kings,1,L,21,2,0.904762,0,LAK,0,56:38:00,8478916,Joey Daccord
2024020304,SEA,H,11/20/2024,0,0,Kraken,Predators,1,W,24,0,1,1,NSH,0,60:00:00,8478916,Joey Daccord
2024020273,SEA,H,11/16/2024,0,0,Kraken,Islanders,1,W,24,2,0.916667,0,NYI,0,60:00:00,8478916,Joey Daccord
2024020266,SEA,H,11/14/2024,0,0,Kraken,Blackhawks,1,W,19,1,0.947368,0,CHI,0,60:00:00,8478916,Joey Daccord
2024020251,SEA,H,11/12/2024,0,0,Kraken,Blue Jackets,1,W,40,2,0.95,0,CBJ,0,60:00:00,8478916,Joey Daccord
2024020223,SEA,H,11/8/2024,0,0,Kraken,Golden Knights,1,W,24,3,0.875,0,VGK,0,60:29:00,8478916,Joey Daccord
2024020187,SEA,R,11/3/2024,0,0,Kraken,Bruins,1,L,33,2,0.939394,0,BOS,0,56:31:00,8478916,Joey Daccord
2024020161,SEA,R,10/31/2024,0,0,Kraken,Maple Leafs,1,L,29,3,0.896552,0,TOR,0,56:27:00,8478916,Joey Daccord
2024020149,SEA,R,10/29/2024,0,0,Kraken,Canadiens,1,W,30,2,0.933333,0,MTL,0,59:40:00,8478916,Joey Daccord
2024020135,SEA,H,10/26/2024,0,0,Kraken,Hurricanes,1,L,38,3,0.921053,0,CAR,0,59:11:00,8478916,Joey Daccord
2024020116,SEA,H,10/24/2024,0,0,Kraken,Jets,1,O,36,4,0.888889,0,WPG,0,61:06:00,8478916,Joey Daccord
2024020087,SEA,H,10/19/2024,0,0,Kraken,Flames,1,W,22,1,0.954545,0,CGY,0,60:21:00,8478916,Joey Daccord
2024020053,SEA,R,10/15/2024,0,0,Kraken,Predators,1,W,33,3,0.909091,0,NSH,0,59:46:00,8478916,Joey Daccord
2024020033,SEA,R,10/12/2024,0,0,Kraken,Wild,1,W,38,4,0.894737,0,MIN,0,64:45:00,8478916,Joey Daccord
2024020460,MTL,H,12/12/2024,0,0,Canadiens,Penguins,0,,7,3,0.571429,0,PIT,0,11:19,8480051,Cayden Primeau
2024020389,MTL,R,12/1/2024,0,0,Canadiens,Bruins,1,L,29,5,0.827586,0,BOS,0,59:28:00,8480051,Cayden Primeau
2024020355,MTL,R,11/27/2024,0,0,Canadiens,Blue Jackets,1,W,24,3,0.875,0,CBJ,0,60:43:00,8480051,Cayden Primeau
2024020322,MTL,H,11/23/2024,0,0,Canadiens,Golden Knights,0,,3,1,0.666667,0,VGK,0,20:00,8480051,Cayden Primeau
2024020239,MTL,R,11/11/2024,0,0,Canadiens,Sabres,1,,14,5,0.642857,0,BUF,0,43:43:00,8480051,Cayden Primeau
2024020164,MTL,R,10/31/2024,0,0,Canadiens,Capitals,1,L,34,6,0.823529,0,WSH,0,60:00:00,8480051,Cayden Primeau
2024020149,MTL,H,10/29/2024,0,0,Canadiens,Kraken,0,,13,3,0.769231,0,SEA,0,37:23:00,8480051,Cayden Primeau
2024020138,MTL,R,10/27/2024,0,0,Canadiens,Flyers,1,W,26,3,0.884615,0,PHI,0,60:00:00,8480051,Cayden Primeau
2024020096,MTL,H,10/22/2024,0,0,Canadiens,Rangers,0,,35,3,0.914286,0,NYR,0,48:55:00,8480051,Cayden Primeau
2024020081,MTL,R,10/19/2024,0,0,Canadiens,Islanders,1,O,36,3,0.916667,0,NYI,0,65:00:00,8480051,Cayden Primeau
2024020011,MTL,R,10/10/2024,0,0,Canadiens,Bruins,1,L,29,6,0.793103,0,BOS,2,57:11:00,8480051,Cayden Primeau
2024021303,NJD,H,4/16/2025,0,0,Devils,Red Wings,1,L,26,4,0.846154,0,DET,0,58:10:00,8482076,Nico Daws
2024020958,NJD,R,3/1/2025,0,0,Devils,Utah Hockey Club,1,W,25,1,0.96,0,UTA,0,59:44:00,8482076,Nico Daws
2024020931,NJD,R,2/26/2025,0,0,Devils,Avalanche,0,,0,0,,0,COL,0,1:42,8482076,Nico Daws
2024020911,NJD,R,2/23/2025,0,0,Devils,Predators,1,W,29,0,1,1,NSH,0,60:00:00,8482076,Nico Daws
2024020848,NJD,R,2/4/2025,0,0,Devils,Penguins,1,W,27,2,0.925926,0,PIT,0,64:15:00,8482076,Nico Daws
2024020835,NJD,R,2/2/2025,0,0,Devils,Sabres,0,,7,0,1,0,BUF,0,19:00,8482076,Nico Daws
2024021295,PHI,H,4/15/2025,0,0,Flyers,Blue Jackets,1,L,34,3,0.911765,0,CBJ,0,59:34:00,8481035,Samuel Ersson
2024021265,PHI,H,4/12/2025,0,0,Flyers,Islanders,1,W,40,3,0.925,0,NYI,0,64:33:00,8481035,Samuel Ersson
2024021217,PHI,R,4/5/2025,0,0,Flyers,Canadiens,1,L,26,3,0.884615,0,MTL,0,56:38:00,8481035,Samuel Ersson
2024021159,PHI,H,3/29/2025,0,0,Flyers,Sabres,1,W,21,4,0.809524,0,BUF,0,60:00:00,8481035,Samuel Ersson
2024021146,PHI,H,3/27/2025,0,0,Flyers,Canadiens,1,W,30,4,0.866667,0,MTL,0,59:38:00,8481035,Samuel Ersson
2024021130,PHI,R,3/25/2025,0,0,Flyers,Maple Leafs,1,L,30,7,0.766667,0,TOR,0,60:00:00,8481035,Samuel Ersson
2024021105,PHI,R,3/22/2025,0,0,Flyers,Stars,0,O,16,1,0.9375,0,DAL,0,40:09:00,8481035,Samuel Ersson
2024021092,PHI,R,3/20/2025,0,0,Flyers,Capitals,1,L,16,3,0.8125,0,WSH,0,56:36:00,8481035,Samuel Ersson
2024021061,PHI,H,3/15/2025,0,0,Flyers,Hurricanes,1,L,30,5,0.833333,0,CAR,0,60:00:00,8481035,Samuel Ersson
2024021043,PHI,H,3/13/2025,0,0,Flyers,Lightning,1,W,20,3,0.85,0,TBL,0,65:00:00,8481035,Samuel Ersson
2024021004,PHI,H,3/8/2025,0,0,Flyers,Kraken,1,L,32,4,0.875,0,SEA,0,59:40:00,8481035,Samuel Ersson
2024020991,PHI,H,3/6/2025,0,0,Flyers,Jets,1,L,27,4,0.851852,0,WPG,0,60:00:00,8481035,Samuel Ersson
2024020977,PHI,H,3/4/2025,0,0,Flyers,Flames,1,,5,3,0.4,0,CGY,0,9:32,8481035,Samuel Ersson
2024020938,PHI,R,2/27/2025,0,0,Flyers,Penguins,1,O,25,5,0.8,0,PIT,0,61:03:00,8481035,Samuel Ersson
2024020922,PHI,H,2/25/2025,0,0,Flyers,Penguins,1,W,24,1,0.958333,0,PIT,0,60:00:00,8481035,Samuel Ersson
2024020892,PHI,H,2/22/2025,0,0,Flyers,Oilers,1,W,18,3,0.833333,0,EDM,0,60:00:00,8481035,Samuel Ersson
2024020881,PHI,H,2/8/2025,0,0,Flyers,Penguins,1,W,33,2,0.939394,0,PIT,0,59:48:00,8481035,Samuel Ersson
2024020854,PHI,R,2/4/2025,0,0,Flyers,Utah Hockey Club,1,O,42,3,0.928571,0,UTA,0,64:59:00,8481035,Samuel Ersson
2024020836,PHI,R,2/2/2025,0,0,Flyers,Avalanche,1,L,32,2,0.9375,0,COL,0,55:29:00,8481035,Samuel Ersson
2024020809,PHI,R,1/29/2025,0,0,Flyers,Devils,1,L,16,4,0.75,0,NJD,0,33:26:00,8481035,Samuel Ersson
2024020795,PHI,H,1/27/2025,0,0,Flyers,Devils,1,W,33,2,0.939394,0,NJD,2,60:00:00,8481035,Samuel Ersson
2024020763,PHI,R,1/23/2025,0,0,Flyers,Rangers,1,L,36,5,0.861111,0,NYR,0,58:35:00,8481035,Samuel Ersson
2024020751,PHI,H,1/21/2025,0,0,Flyers,Red Wings,1,W,28,1,0.964286,0,DET,0,64:34:00,8481035,Samuel Ersson
2024020722,PHI,R,1/18/2025,0,0,Flyers,Devils,1,W,13,1,0.923077,0,NJD,0,60:00:00,8481035,Samuel Ersson
